8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8204,0,0
8204,0,0
8205,0,0
8205,0,0
8205,0,0
8205,0,0
8206,0,0
8206,0,0
8206,0,0
8206,0,0
8206,0,0
8205,0,0
8205,0,0
8205,0,0
8205,0,0
8205,0,0
8205,0,0
8204,0,0
8203,0,0
8203,0,0
8203,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8199,0,0
8199,0,0
8199,0,0
8199,0,0
8199,0,0
8199,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8202,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8202,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8199,0,0
8198,0,0
8197,0,0
8197,0,0
8196,0,0
8196,0,0
8196,0,0
8195,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8194,0,0
8195,0,0
8195,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8194,0,0
8194,0,0
8193,0,0
8192,0,0
8191,0,0
8191,0,0
8189,0,0
8188,0,0
8188,0,0
8187,0,0
8187,0,0
8188,0,0
8190,0,0
8192,0,0
8198,0,0
8204,0,0
8216,0,0
8228,0,0
8246,0,0
8264,0,0
8287,0,0
8310,0,0
8334,0,0
8359,0,0
8378,0,0
8399,0,0
8410,0,0
8421,0,0
8421,0,0
8422,0,0
8412,0,0
8403,0,0
8388,0,0
8373,0,0
8354,0,0
8336,0,0
8318,0,0
8299,0,0
8281,0,0
8263,0,0
8246,0,0
8230,0,0
8216,0,0
8203,0,0
8193,0,0
8184,0,0
8178,0,0
8172,0,0
8171,0,0
8169,0,0
8168,0,0
8168,0,0
8167,0,0
8166,0,0
8163,0,0
8161,0,0
8157,0,0
8153,0,0
8149,0,0
8145,0,0
8143,0,0
8141,0,0
8140,0,0
8140,0,0
8141,0,0
8142,0,0
8143,0,0
8144,0,0
8145,0,0
8146,0,0
8146,0,0
8147,0,0
8147,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8147,0,0
8147,0,0
8146,0,0
8146,0,0
8146,0,0
8145,0,0
8145,0,0
8144,0,0
8144,0,0
8143,0,0
8143,0,0
8143,0,0
8142,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8141,0,0
8140,0,0
8140,0,0
8139,0,0
8139,0,0
8139,0,0
8138,0,0
8138,0,0
8138,0,0
8137,0,0
8137,0,0
8137,0,0
8138,0,0
8138,0,0
8138,0,0
8138,0,0
8138,0,0
8137,0,0
8137,0,0
8137,0,0
8136,0,0
8135,0,0
8135,0,0
8134,0,0
8133,0,0
8132,0,0
8131,0,0
8130,0,0
8130,0,0
8128,0,0
8127,0,0
8126,0,0
8124,0,0
8123,0,0
8122,0,0
8121,0,0
8119,0,0
8118,0,0
8117,0,0
8115,0,0
8114,0,0
8112,0,0
8111,0,0
8109,0,0
8108,0,0
8106,0,0
8105,0,0
8103,0,0
8102,0,0
8100,0,0
8098,0,0
8097,0,0
8095,0,0
8093,0,0
8092,0,0
8090,0,0
8089,0,0
8087,0,0
8086,0,0
8084,0,0
8083,0,0
8082,0,0
8080,0,0
8079,0,0
8077,0,0
8076,0,0
8075,0,0
8074,0,0
8073,0,0
8072,0,0
8072,0,0
8072,0,0
8072,0,0
8072,0,0
8073,0,0
8073,0,0
8073,0,0
8074,0,0
8074,0,0
8074,0,0
8075,0,0
8075,0,0
8076,0,0
8076,0,0
8078,0,0
8078,0,0
8079,0,0
8080,0,0
8082,0,0
8084,0,0
8086,0,0
8087,0,0
8089,0,0
8092,0,0
8094,0,0
8096,0,0
8098,0,0
8101,0,0
8104,0,0
8106,0,0
8109,0,0
8112,0,0
8115,0,0
8118,0,0
8121,0,0
8124,0,0
8128,0,0
8131,0,0
8135,0,0
8138,0,0
8142,0,0
8145,0,0
8149,0,0
8153,0,0
8157,0,0
8160,0,0
8163,0,0
8167,0,0
8171,0,0
8174,0,0
8178,0,0
8181,0,0
8185,0,0
8188,0,0
8192,0,0
8194,0,0
8197,0,0
8200,0,0
8203,0,0
8206,0,0
8208,0,0
8210,0,0
8213,0,0
8214,0,0
8216,0,0
8218,0,0
8219,0,0
8220,0,0
8222,0,0
8223,0,0
8224,0,0
8224,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8226,0,0
8227,0,0
8227,0,0
8228,0,0
8229,0,0
8229,0,0
8230,0,0
8231,0,0
8232,0,0
8232,0,0
8232,0,0
8233,0,0
8233,0,0
8233,0,0
8233,0,0
8234,0,0
8235,0,0
8235,0,0
8235,0,0
8236,0,0
8236,0,0
8236,0,0
8237,0,0
8237,0,0
8238,0,0
8238,0,0
8238,0,0
8239,0,0
8240,0,0
8240,0,0
8240,0,0
8241,0,0
8241,0,0
8241,0,0
8241,0,0
8241,0,0
8240,0,0
8240,0,0
8240,0,0
8240,0,0
8239,0,0
8238,0,0
8238,0,0
8238,0,0
8237,0,0
8237,0,0
8237,0,0
8237,0,0
8236,0,0
8236,0,0
8236,0,0
8236,0,0
8235,0,0
8235,0,0
8234,0,0
8234,0,0
8233,0,0
8233,0,0
8232,0,0
8232,0,0
8232,0,0
8231,0,0
8231,0,0
8230,0,0
8229,0,0
8228,0,0
8227,0,0
8227,0,0
8225,0,0
8224,0,0
8223,0,0
8223,0,0
8222,0,0
8221,0,0
8220,0,0
8220,0,0
8219,0,0
8219,0,0
8219,0,0
8219,0,0
8219,0,0
8220,0,0
8220,0,0
8221,0,0
8221,0,0
8222,0,0
8222,0,0
8223,0,0
8223,0,0
8223,0,0
8224,0,0
8224,0,0
8224,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8221,0,0
8221,0,0
8220,0,0
8220,0,0
8220,0,0
8219,0,0
8219,0,0
8218,0,0
8217,0,0
8216,0,0
8215,0,0
8215,0,0
8214,0,0
8213,0,0
8212,0,0
8211,0,0
8210,0,0
8209,0,0
8208,0,0
8207,0,0
8207,0,0
8207,0,0
8206,0,0
8206,0,0
8206,0,0
8207,0,0
8207,0,0
8207,0,0
8208,0,0
8209,0,0
8209,0,0
8210,0,0
8210,0,0
8211,0,0
8211,0,0
8213,0,0
8213,0,0
8214,0,0
8215,0,0
8215,0,0
8216,0,0
8216,0,0
8216,0,0
8217,0,0
8217,0,0
8217,0,0
8217,0,0
8217,0,0
8216,0,0
8216,0,0
8216,0,0
8215,0,0
8215,0,0
8215,0,0
8214,0,0
8214,0,0
8213,0,0
8213,0,0
8213,0,0
8213,0,0
8212,0,0
8212,0,0
8212,0,0
8212,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8209,0,0
8208,0,0
8207,0,0
8207,0,0
8206,0,0
8206,0,0
8205,0,0
8204,0,0
8203,0,0
8202,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8199,0,0
8198,0,0
8198,0,0
8198,0,0
8198,0,0
8199,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8202,0,0
8203,0,0
8205,0,0
8205,0,0
8206,0,0
8207,0,0
8208,0,0
8209,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8209,0,0
8209,0,0
8209,0,0
8208,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8206,0,0
8206,0,0
8206,0,0
8206,0,0
8205,0,0
8205,0,0
8204,0,0
8203,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8198,0,0
8198,0,0
8198,0,0
8197,0,0
8197,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8195,0,0
8195,0,0
8195,0,0
8195,0,0
8196,0,0
8196,0,0
8197,0,0
8197,0,0
8198,0,0
8200,0,0
8200,0,0
8201,0,0
8202,0,0
8203,0,0
8203,0,0
8204,0,0
8204,0,0
8205,0,0
8204,0,0
8204,0,0
8203,0,0
8203,0,0
8202,0,0
8201,0,0
8200,0,0
8199,0,0
8197,0,0
8196,0,0
8195,0,0
8194,0,0
8193,0,0
8192,0,0
8192,0,0
8193,0,0
8195,0,0
8197,0,0
8203,0,0
8209,0,0
8220,0,0
8232,0,0
8249,0,0
8267,0,0
8289,0,0
8311,0,0
8334,0,0
8358,0,0
8377,0,0
8397,0,0
8408,0,0
8420,0,0
8420,0,0
8421,0,0
8413,0,0
8404,0,0
8389,0,0
8375,0,0
8356,0,0
8338,0,0
8319,0,0
8301,0,0
8283,0,0
8264,0,0
8248,0,0
8232,0,0
8218,0,0
8205,0,0
8196,0,0
8187,0,0
8181,0,0
8177,0,0
8175,0,0
8174,0,0
8174,0,0
8174,0,0
8172,0,0
8172,0,0
8169,0,0
8167,0,0
8162,0,0
8158,0,0
8154,0,0
8150,0,0
8148,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8146,0,0
8148,0,0
8149,0,0
8150,0,0
8152,0,0
8152,0,0
8153,0,0
8153,0,0
8153,0,0
8153,0,0
8153,0,0
8153,0,0
8153,0,0
8152,0,0
8152,0,0
8152,0,0
8152,0,0
8151,0,0
8151,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8147,0,0
8147,0,0
8146,0,0
8146,0,0
8146,0,0
8146,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8145,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8142,0,0
8141,0,0
8141,0,0
8141,0,0
8140,0,0
8140,0,0
8139,0,0
8138,0,0
8137,0,0
8136,0,0
8136,0,0
8135,0,0
8133,0,0
8132,0,0
8131,0,0
8130,0,0
8128,0,0
8127,0,0
8126,0,0
8124,0,0
8123,0,0
8121,0,0
8120,0,0
8118,0,0
8117,0,0
8115,0,0
8114,0,0
8112,0,0
8111,0,0
8109,0,0
8108,0,0
8106,0,0
8104,0,0
8102,0,0
8100,0,0
8098,0,0
8096,0,0
8095,0,0
8093,0,0
8091,0,0
8090,0,0
8089,0,0
8088,0,0
8087,0,0
8086,0,0
8084,0,0
8084,0,0
8083,0,0
8083,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8081,0,0
8081,0,0
8081,0,0
8081,0,0
8081,0,0
8082,0,0
8082,0,0
8082,0,0
8081,0,0
8081,0,0
8081,0,0
8081,0,0
8081,0,0
8081,0,0
8082,0,0
8082,0,0
8083,0,0
8083,0,0
8084,0,0
8085,0,0
8086,0,0
8087,0,0
8088,0,0
8089,0,0
8091,0,0
8092,0,0
8093,0,0
8095,0,0
8096,0,0
8097,0,0
8099,0,0
8101,0,0
8103,0,0
8105,0,0
8108,0,0
8110,0,0
8113,0,0
8115,0,0
8118,0,0
8121,0,0
8124,0,0
8127,0,0
8130,0,0
8132,0,0
8135,0,0
8139,0,0
8141,0,0
8144,0,0
8147,0,0
8150,0,0
8153,0,0
8157,0,0
8159,0,0
8163,0,0
8166,0,0
8169,0,0
8172,0,0
8175,0,0
8178,0,0
8181,0,0
8184,0,0
8187,0,0
8189,0,0
8192,0,0
8194,0,0
8197,0,0
8200,0,0
8202,0,0
8205,0,0
8207,0,0
8209,0,0
8211,0,0
8214,0,0
8216,0,0
8218,0,0
8220,0,0
8222,0,0
8223,0,0
8224,0,0
8226,0,0
8227,0,0
8229,0,0
8229,0,0
8231,0,0
8231,0,0
8232,0,0
8233,0,0
8233,0,0
8233,0,0
8234,0,0
8235,0,0
8235,0,0
8235,0,0
8236,0,0
8236,0,0
8236,0,0
8236,0,0
8237,0,0
8237,0,0
8237,0,0
8237,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8237,0,0
8237,0,0
8237,0,0
8237,0,0
8237,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8238,0,0
8237,0,0
8237,0,0
8237,0,0
8237,0,0
8236,0,0
8235,0,0
8235,0,0
8234,0,0
8233,0,0
8232,0,0
8231,0,0
8230,0,0
8229,0,0
8228,0,0
8228,0,0
8227,0,0
8227,0,0
8227,0,0
8226,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8225,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8222,0,0
8221,0,0
8221,0,0
8220,0,0
8220,0,0
8219,0,0
8219,0,0
8218,0,0
8218,0,0
8217,0,0
8216,0,0
8215,0,0
8215,0,0
8214,0,0
8214,0,0
8213,0,0
8212,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8210,0,0
8210,0,0
8211,0,0
8211,0,0
8211,0,0
8212,0,0
8213,0,0
8213,0,0
8214,0,0
8214,0,0
8214,0,0
8214,0,0
8214,0,0
8214,0,0
8214,0,0
8213,0,0
8213,0,0
8213,0,0
8213,0,0
8212,0,0
8212,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8208,0,0
8208,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8206,0,0
8206,0,0
8206,0,0
8206,0,0
8205,0,0
8205,0,0
8203,0,0
8203,0,0
8202,0,0
8201,0,0
8200,0,0
8199,0,0
8198,0,0
8198,0,0
8197,0,0
8197,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8196,0,0
8197,0,0
8197,0,0
8197,0,0
8198,0,0
8198,0,0
8199,0,0
8200,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8201,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8202,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8199,0,0
8198,0,0
8198,0,0
8197,0,0
8196,0,0
8195,0,0
8194,0,0
8194,0,0
8193,0,0
8193,0,0
8192,0,0
8192,0,0
8192,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8189,0,0
8189,0,0
8188,0,0
8188,0,0
8188,0,0
8188,0,0
8188,0,0
8188,0,0
8190,0,0
8192,0,0
8196,0,0
8200,0,0
8209,0,0
8218,0,0
8232,0,0
8247,0,0
8267,0,0
8288,0,0
8311,0,0
8334,0,0
8355,0,0
8377,0,0
8392,0,0
8407,0,0
8412,0,0
8417,0,0
8412,0,0
8408,0,0
8395,0,0
8384,0,0
8367,0,0
8351,0,0
8333,0,0
8316,0,0
8298,0,0
8281,0,0
8265,0,0
8249,0,0
8234,0,0
8219,0,0
8207,0,0
8196,0,0
8188,0,0
8180,0,0
8177,0,0
8174,0,0
8172,0,0
8171,0,0
8170,0,0
8170,0,0
8167,0,0
8166,0,0
8162,0,0
8158,0,0
8154,0,0
8150,0,0
8146,0,0
8143,0,0
8140,0,0
8139,0,0
8139,0,0
8139,0,0
8139,0,0
8140,0,0
8140,0,0
8141,0,0
8141,0,0
8142,0,0
8142,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8145,0,0
8145,0,0
8146,0,0
8146,0,0
8147,0,0
8148,0,0
8148,0,0
8149,0,0
8149,0,0
8149,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8150,0,0
8149,0,0
8149,0,0
8149,0,0
8149,0,0
8148,0,0
8148,0,0
8148,0,0
8148,0,0
8147,0,0
8146,0,0
8146,0,0
8145,0,0
8145,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8144,0,0
8143,0,0
8143,0,0
8143,0,0
8143,0,0
8142,0,0
8141,0,0
8140,0,0
8140,0,0
8139,0,0
8139,0,0
8137,0,0
8137,0,0
8136,0,0
8136,0,0
8136,0,0
8135,0,0
8135,0,0
8135,0,0
8134,0,0
8133,0,0
8132,0,0
8132,0,0
8131,0,0
8130,0,0
8129,0,0
8128,0,0
8127,0,0
8126,0,0
8125,0,0
8124,0,0
8123,0,0
8122,0,0
8120,0,0
8119,0,0
8117,0,0
8115,0,0
8113,0,0
8110,0,0
8108,0,0
8106,0,0
8103,0,0
8101,0,0
8098,0,0
8096,0,0
8094,0,0
8092,0,0
8090,0,0
8088,0,0
8087,0,0
8086,0,0
8086,0,0
8086,0,0
8085,0,0
8085,0,0
8085,0,0
8085,0,0
8085,0,0
8086,0,0
8085,0,0
8085,0,0
8085,0,0
8085,0,0
8084,0,0
8084,0,0
8084,0,0
8083,0,0
8083,0,0
8083,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8082,0,0
8083,0,0
8083,0,0
8083,0,0
8083,0,0
8083,0,0
8083,0,0
8084,0,0
8084,0,0
8085,0,0
8086,0,0
8086,0,0
8087,0,0
8088,0,0
8089,0,0
8090,0,0
8091,0,0
8093,0,0
8095,0,0
8097,0,0
8099,0,0
8101,0,0
8104,0,0
8106,0,0
8108,0,0
8111,0,0
8113,0,0
8115,0,0
8118,0,0
8121,0,0
8123,0,0
8126,0,0
8129,0,0
8132,0,0
8135,0,0
8137,0,0
8140,0,0
8143,0,0
8146,0,0
8149,0,0
8153,0,0
8156,0,0
8159,0,0
8162,0,0
8166,0,0
8169,0,0
8172,0,0
8175,0,0
8178,0,0
8181,0,0
8184,0,0
8187,0,0
8189,0,0
8192,0,0
8194,0,0
8197,0,0
8199,0,0
8201,0,0
8203,0,0
8206,0,0
8208,0,0
8210,0,0
8212,0,0
8214,0,0
8216,0,0
8218,0,0
8219,0,0
8221,0,0
8222,0,0
8223,0,0
8224,0,0
8225,0,0
8225,0,0
8226,0,0
8227,0,0
8227,0,0
8228,0,0
8228,0,0
8228,0,0
8229,0,0
8229,0,0
8229,0,0
8229,0,0
8230,0,0
8231,0,0
8231,0,0
8231,0,0
8232,0,0
8232,0,0
8232,0,0
8232,0,0
8232,0,0
8231,0,0
8231,0,0
8231,0,0
8231,0,0
8231,0,0
8231,0,0
8231,0,0
8231,0,0
8230,0,0
8230,0,0
8229,0,0
8229,0,0
8229,0,0
8229,0,0
8228,0,0
8228,0,0
8228,0,0
8228,0,0
8228,0,0
8228,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8227,0,0
8226,0,0
8225,0,0
8225,0,0
8225,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8223,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8224,0,0
8223,0,0
8223,0,0
8223,0,0
8222,0,0
8222,0,0
8221,0,0
8220,0,0
8220,0,0
8219,0,0
8218,0,0
8217,0,0
8216,0,0
8215,0,0
8215,0,0
8214,0,0
8214,0,0
8214,0,0
8213,0,0
8213,0,0
8213,0,0
8212,0,0
8212,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8212,0,0
8212,0,0
8212,0,0
8212,0,0
8212,0,0
8211,0,0
8211,0,0
8211,0,0
8211,0,0
8210,0,0
8210,0,0
8210,0,0
8210,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8209,0,0
8208,0,0
8208,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8207,0,0
8206,0,0
8206,0,0
8206,0,0
8205,0,0
8205,0,0
8205,0,0
8204,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8203,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8200,0,0
8201,0,0
8201,0,0
8201,0,0
8201,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8202,0,0
8201,0,0
8201,0,0
8200,0,0
8200,0,0
8198,0,0
8198,0,0
8197,0,0
8196,0,0
8196,0,0
8195,0,0
8194,0,0
8194,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8191,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8189,0,0
8190,0,0
8190,0,0
8190,0,0
8190,0,0
8191,0,0
8191,0,0
8191,0,0
8192,0,0
8192,0,0
8192,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8194,0,0
8194,0,0
8194,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8192,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8193,0,0
8192,0,0
8192,0,0
8191,0,0
8189,0,0
8188,0,0
8187,0,0
8186,0,0
8185,0,0
8184,0,0
8183,0,0
8181,0,0
8181,0,0
8180,0,0
8180,0,0
8181,0,0
8182,0,0
8185,0,0
8188,0,0
8196,0,0
8203,0,0
